"cost_ldc","a0","b0","eta_a","eta_b","bound","drift","ter","cost_ddm","sub","difflevel","manip","model","z","vratio"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"97","medium",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"98","easy",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"98","hard",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"98","medium",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"98","easy",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"98","hard",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"98","medium",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"98","easy",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"98","hard",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"98","medium",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"98","easy",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"98","hard",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"98","medium",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"99","easy",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"99","hard",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"99","medium",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"99","easy",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"99","hard",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"99","medium",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"99","easy",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"99","hard",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"99","medium",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"99","easy",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"99","hard",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"99","medium",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","easy",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","hard",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","medium",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","easy",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","hard",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","medium",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","easy",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","hard",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","medium",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","easy",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","hard",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","medium",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","easy",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","hard",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","medium",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","easy",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","hard",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","medium",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","easy",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","hard",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","medium",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","easy",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","hard",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","medium",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","easy",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","hard",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","medium",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","easy",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","hard",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","medium",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","easy",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","hard",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","medium",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","easy",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","hard",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","medium",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","easy",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","hard",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","medium",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","easy",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","hard",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","medium",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","easy",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","hard",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","medium",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","easy",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","hard",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","medium",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15","easy",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15","hard",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15","medium",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15","easy",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15","hard",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15","medium",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15","easy",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15","hard",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15","medium",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15","easy",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15","hard",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15","medium",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"16","easy",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"16","hard",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"16","medium",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"16","easy",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"16","hard",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"16","medium",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"16","easy",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"16","hard",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"16","medium",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"16","easy",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"16","hard",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"16","medium",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"17","easy",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"17","hard",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"17","medium",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"17","easy",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"17","hard",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"17","medium",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"17","easy",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"17","hard",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"17","medium",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"17","easy",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"17","hard",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"17","medium",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","easy",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","hard",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","medium",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","easy",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","hard",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","medium",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","easy",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","hard",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","medium",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","easy",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","hard",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","medium",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"20","easy",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"20","hard",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"20","medium",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"20","easy",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"20","hard",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"20","medium",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"20","easy",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"20","hard",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"20","medium",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"20","easy",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"20","hard",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"20","medium",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","easy",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","hard",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","medium",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","easy",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","hard",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","medium",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","easy",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","hard",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","medium",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","easy",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","hard",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","medium",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"22","easy",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"22","hard",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"22","medium",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"22","easy",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"22","hard",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"22","medium",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"22","easy",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"22","hard",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"22","medium",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"22","easy",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"22","hard",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"22","medium",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"23","easy",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"23","hard",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"23","medium",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"23","easy",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"23","hard",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"23","medium",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"23","easy",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"23","hard",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"23","medium",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"23","easy",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"23","hard",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"23","medium",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","easy",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","hard",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","medium",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","easy",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","hard",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","medium",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","easy",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","hard",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","medium",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","easy",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","hard",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","medium",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"26","easy",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"26","hard",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"26","medium",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"26","easy",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"26","hard",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"26","medium",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"26","easy",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"26","hard",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"26","medium",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"26","easy",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"26","hard",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"26","medium",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"27","easy",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"27","hard",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"27","medium",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"27","easy",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"27","hard",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"27","medium",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"27","easy",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"27","hard",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"27","medium",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"27","easy",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"27","hard",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"27","medium",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"28","easy",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"28","hard",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"28","medium",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"28","easy",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"28","hard",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"28","medium",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"28","easy",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"28","hard",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"28","medium",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"28","easy",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"28","hard",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"28","medium",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","easy",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","hard",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","medium",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","easy",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","hard",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","medium",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","easy",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","hard",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","medium",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","easy",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","hard",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","medium",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"32","easy",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"32","hard",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"32","medium",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"32","easy",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"32","hard",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"32","medium",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"32","easy",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"32","hard",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"32","medium",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"32","easy",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"32","hard",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"32","medium",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","easy",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","hard",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","medium",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","easy",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","hard",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","medium",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","easy",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","hard",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","medium",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","easy",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","hard",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","medium",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","easy",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","hard",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","medium",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","easy",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","hard",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","medium",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","easy",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","hard",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","medium",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","easy",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","hard",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","medium",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"35","easy",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"35","hard",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"35","medium",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"35","easy",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"35","hard",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"35","medium",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"35","easy",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"35","hard",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"35","medium",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"35","easy",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"35","hard",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"35","medium",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"36","easy",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"36","hard",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"36","medium",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"36","easy",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"36","hard",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"36","medium",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"36","easy",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"36","hard",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"36","medium",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"36","easy",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"36","hard",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"36","medium",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"37","easy",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"37","hard",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"37","medium",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"37","easy",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"37","hard",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"37","medium",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"37","easy",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"37","hard",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"37","medium",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"37","easy",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"37","hard",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"37","medium",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"38","easy",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"38","hard",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"38","medium",NA,"no",NA,NA
